description,avg_gross_charge,description_clean
PARAFFIN BATH 1,77.25,paraffin bath 1
PARAFFIN BATH-CURTIS,77.25,paraffin bath-curtis
PARAFFIN BATH-TRENTON,77.25,paraffin bath-trenton
PARAGARD T380A IUD,1237.0,paragard t380a iud
PARATHYROID IMAGING,1452.0,parathyroid imaging
PARATHYROID IMAGING W/SPE,1822.75,parathyroid imaging w/spe
"PARITAL HIP REPLACEMT,BIP",1505.875,"parital hip replacemt,bip"
PAROxetine HCL 25 MG TB24,37.5,paroxetine hcl 25 mg tb24
PARS SUTURETAPE,2915.25,pars suturetape
PARTIAL EXC DISTAL PHALAN,1316.25,partial exc distal phalan
PARTIAL EXCISION BONE FOO,217.5,partial excision bone foo
PARTIAL THROMBOPLASTIN TI,112.5,partial thromboplastin ti
PARoxetine 20 MG TAB,2.0,paroxetine 20 mg tab
"PATCH, CRURASOFT",1009.75,"patch, crurasoft"
PATHOGEN SCREENING,93.5,pathogen screening
PATIROMER CALCIUM SORBITEX 8.4 GRAM PWPK,153.25,patiromer calcium sorbitex 8.4 gram pwpk
PATROL PUMP BAGS,7.809999999999999,patrol pump bags
PATROL PUMP PER DAY,27.0,patrol pump per day
PCA EXTENSION SET TUBING,5.45,pca extension set tubing
PCD INTRODUCTION NEEDLES,526.5,pcd introduction needles
PEDI UNDERBODY WARMING KI,41.48,pedi underbody warming ki
PEG 3350-ELECTROLYTES-VIT C 100-7.5-2.691 GRAM PWPK,384.75,peg 3350-electrolytes-vit c 100-7.5-2.691 gram pwpk
PEG 400-PROPYLENE GLYCOL 0.4-0.3 % DPET,12.5,peg 400-propylene glycol 0.4-0.3 % dpet
PEG-3350 W/ ELECTROLYTES 236-22.74-6.74 -5.86 GRAM CONT,122.0,peg-3350 w/ electrolytes 236-22.74-6.74 -5.86 gram cont
PEGFILGRASTIM (Onpro KIT) 6 MG/0.6 ML SYIN,5787.75,pegfilgrastim (onpro kit) 6 mg/0.6 ml syin
PEGFILGRASTIM 6 MG/0.6ML SYRG,5787.75,pegfilgrastim 6 mg/0.6ml syrg
PEGFILGRASTIM-BMEZ 6 MG/0.6 ML SYRG,5787.0,pegfilgrastim-bmez 6 mg/0.6 ml syrg
PEGFILGRASTIM-JMDB 6 MG/0.6ML SYRG,3690.0,pegfilgrastim-jmdb 6 mg/0.6ml syrg
PELVIMETRY,454.5,pelvimetry
PELVIS,641.125,pelvis
PELVIS 1-2 VIEWS,80.75,pelvis 1-2 views
PELVIS 3 VIEW MIN,453.5,pelvis 3 view min
PELVIS NONOBSTETRIC LIMIT,572.0,pelvis nonobstetric limit
PELVIS W CONTRAST,3691.25,pelvis w contrast
PELVIS W/CONTRAST,2834.5,pelvis w/contrast
PELVIS W/O -W/CONTRAST,3362.0,pelvis w/o -w/contrast
PELVIS W/O CONTRAST,2876.625,pelvis w/o contrast
PELVIS W/O W CONTRAST,4364.75,pelvis w/o w contrast
PEMBROLIZUMAB 100MG/4ML VIAL,7048.5,pembrolizumab 100mg/4ml vial
PEMEtrexed 100 MG SOLR,273.75,pemetrexed 100 mg solr
PEMEtrexed 500 MG SOLR,895.0,pemetrexed 500 mg solr
PENCIL W/STRT BLADE,27.75,pencil w/strt blade
PENICILLIN G BENZATHINE 1200000 UNIT/2 ML SYRG,959.25,penicillin g benzathine 1200000 unit/2 ml syrg
PENICILLIN G POTASSIUM 5000000 UNIT SOLR,38.0,penicillin g potassium 5000000 unit solr
PENICILLIN V POTASSIUM 250 MG TAB,2.0,penicillin v potassium 250 mg tab
PENTAMIDINE 300 MG SOLR,156.25,pentamidine 300 mg solr
PENTAMIDINE TREATMENT,399.75,pentamidine treatment
PENTOSAN POLYSULFATE SODIUM 100 MG CAP,78.25,pentosan polysulfate sodium 100 mg cap
PENTOXIFYLLINE 400 MG TBER,4.75,pentoxifylline 400 mg tber
PERC PINNING WRIST FX,574.75,perc pinning wrist fx
PERCUTANEOUS INSERTION KI,693.0,percutaneous insertion ki
"PERCUTANNEOUS PIN, MC FX",418.5,"percutanneous pin, mc fx"
PERITONEAL DIALYSIS CATHE,256.5,peritoneal dialysis cathe
PERITONEAL DIALYSIS TRAY,409.57,peritoneal dialysis tray
PERMACOL MESH 15X20,8190.0,permacol mesh 15x20
PERPHENAZINE 2 MG TAB,10.75,perphenazine 2 mg tab
PERTUZUMAB 420 MG/14 ML (30 MG/ML) SOLN,8590.5,pertuzumab 420 mg/14 ml (30 mg/ml) soln
PET CT SKULL BASE - MID T,7405.25,pet ct skull base - mid t
PET CT WHOLE BODY,8542.75,pet ct whole body
PETROLATUM/MINERAL OIL  OINT,40.5,petrolatum/mineral oil oint
"PH+EBOTOMY, THERAPEUTIC,",242.5,"ph+ebotomy, therapeutic,"
"PH, SCREEN URINE",50.0,"ph, screen urine"
PHARMACY SERVICES PER 1/4,15.75,pharmacy services per 1/4
PHARMACY SERVICES PER MIN,1.16,pharmacy services per min
PHARMACY SVC - TRAVEL TIM,10.0,pharmacy svc - travel tim
PHASE I CARDIAC REHAB,72.0,phase i cardiac rehab
PHASE II SESSION,279.25,phase ii session
PHASE III SESSIONS MONTHL,30.0,phase iii sessions monthl
PHENAZOPYRIDINE 100 MG TAB,2.5,phenazopyridine 100 mg tab
PHENERGAN 25MG,33.0,phenergan 25mg
PHENOL (BULK) 89 % LIQD,59.25,phenol (bulk) 89 % liqd
PHENOL 1.4 % SPRA,12.5,phenol 1.4 % spra
PHENOL 14.5 MG LOZG,2.0,phenol 14.5 mg lozg
PHENTOLAMINE MESYLATE 5 MG SOLR,557.75,phentolamine mesylate 5 mg solr
PHENYLEPHRINE 10 % DROP,51.666666666666664,phenylephrine 10 % drop
PHENYLEPHRINE 10 MG/ML VIAL,38.0,phenylephrine 10 mg/ml vial
PHENYLEPHRINE 2.5 % DROP,45.25,phenylephrine 2.5 % drop
PHENYLEPHRINE NASAL (MILD STRENGTH) 0.25 % SPRY,18.0,phenylephrine nasal (mild strength) 0.25 % spry
PHENYLEPHRINE NASAL (REGULAR STRENGTH) 0.5 % SPRY,18.0,phenylephrine nasal (regular strength) 0.5 % spry
PHENYLEPHRINE-KETOROLAC 1-0.3 % CONC,1308.0,phenylephrine-ketorolac 1-0.3 % conc
PHENYTOIN 125 MG/5 ML SUSP,3.25,phenytoin 125 mg/5 ml susp
PHENYTOIN 30 MG CAP,17.25,phenytoin 30 mg cap
PHENYTOIN ER 100 MG CAP,2.25,phenytoin er 100 mg cap
PHENYTOIN SODIUM 50 MG/ML SOLN,38.0,phenytoin sodium 50 mg/ml soln
PHENobarbital 130 MG/ML SOLN,293.75,phenobarbital 130 mg/ml soln
PHENobarbital 15 MG TAB,2.25,phenobarbital 15 mg tab
PHENobarbital 16.2 MG TAB,4.0,phenobarbital 16.2 mg tab
PHENobarbital 20 MG/5 ML ELIX,10.5,phenobarbital 20 mg/5 ml elix
PHENobarbital 32.4 MG TAB,7.5,phenobarbital 32.4 mg tab
PHENobarbital-BELLADONNA ALK 16.2 MG/5 ML ELIX,116.25,phenobarbital-belladonna alk 16.2 mg/5 ml elix
"PHISOHEX, 5 OZ.",35.25,"phisohex, 5 oz."
PHOSPHATIDYLETHANOL,250.5,phosphatidylethanol
PHOSPHORUS,71.75,phosphorus
PHYSICAL PERFORM TEST 15,85.75,physical perform test 15
PHYSIOMESH 15X20,2810.47,physiomesh 15x20
PHYSOSTIGMINE SALICYLATE 1 MG/ML SOLN,390.0,physostigmine salicylate 1 mg/ml soln
PHYTONADIONE 1 MG/0.5 ML SYRG,159.25,phytonadione 1 mg/0.5 ml syrg
PHYTONADIONE 10 MG/ML AMP,191.25,phytonadione 10 mg/ml amp
PHYTONADIONE 100 MCG TAB,2.0,phytonadione 100 mcg tab
PHYTONADIONE 5 MG TAB,198.0,phytonadione 5 mg tab
PICC CATH STABILIZATION D,13.77,picc cath stabilization d
PICC DRESSING CHANGE KIT,106.09,picc dressing change kit
PICC NEEDLE GUIDE,100.25,picc needle guide
PICC PROCEDURE,1361.5,picc procedure
PICC TRAY 4 FR,595.35,picc tray 4 fr
PICC TRAY 5 FR,623.7,picc tray 5 fr
PILLOW ABDUCTION (DISPOSA,67.72,pillow abduction (disposa
"PILLOW, ABDUCTION (REUSAB",147.5,"pillow, abduction (reusab"
"PILLOW, DISPOSA VIEW",110.44,"pillow, disposa view"
"PILLOW, PRONE",22.89,"pillow, prone"
PILOCARPINE 1 % DROP,150.25,pilocarpine 1 % drop
PILOCARPINE 2 % DROP,122.25,pilocarpine 2 % drop
PILOCARPINE 5 MG TAB,2.0,pilocarpine 5 mg tab
PIMAVANSERIN 34 MG CAP,521.75,pimavanserin 34 mg cap
PIMECROLIMUS 1 % CREA,390.0,pimecrolimus 1 % crea
PINDOLOL 5 MG TAB,14.75,pindolol 5 mg tab
PINNING FEMUR NECK FX,1833.0,pinning femur neck fx
PINS STINEMAN,27.880000000000003,pins stineman
PIOGLITAZONE 15 MG TAB,2.0,pioglitazone 15 mg tab
PIOGLITAZONE 45 MG TAB,123.0,pioglitazone 45 mg tab
PIOGLITAZONE-metFORMIN 15-850 MG TAB,70.0,pioglitazone-metformin 15-850 mg tab
PIP DART,1404.2,pip dart
PIPERACILLIN-TAZOBACTAM (pre-mixed) 40.5 GRAM SOLR,40.583333333333336,piperacillin-tazobactam (pre-mixed) 40.5 gram solr
PIPERACILLIN-TAZOBACTAM 2.25 GRAM SOLR,38.0,piperacillin-tazobactam 2.25 gram solr
PIPERACILLIN-TAZOBACTAM 3.375 GRAM SOLR,38.0,piperacillin-tazobactam 3.375 gram solr
PIPERACILLIN-TAZOBACTAM 4.5 GRAM SOLR,131.75,piperacillin-tazobactam 4.5 gram solr
PIPERACILLIN-TAZOBACTAM ADD-VANTAGE 3.375 GRAM SOLR,73.25,piperacillin-tazobactam add-vantage 3.375 gram solr
PIROXICAM 20 MG CAP,18.75,piroxicam 20 mg cap
PITAVASTATIN CALCIUM 4 MG TAB,73.75,pitavastatin calcium 4 mg tab
PLACENTAL ALPHA MICROGLOB,230.5,placental alpha microglob
PLACMT OF BREAST LOC STER,724.0,placmt of breast loc ster
PLACMT OF BREAST LOC US G,717.25,placmt of breast loc us g
PLACMT OF BREAST LOCALIZA,1789.5,placmt of breast localiza
PLASMA WAND COBLREFLEX 45,734.25,plasma wand coblreflex 45
PLASMA WAND REFLEX 45,675.0,plasma wand reflex 45
PLATELET ONLY,68.25,platelet only
PLATELETS PATHOGEN REDUCE,1545.25,platelets pathogen reduce
PLATELETS SINGLE DONOR (R,1689.5,platelets single donor (r
PLAZOMICIN 500MG/10ML SOLN,1119.0,plazomicin 500mg/10ml soln
PLCMT OF BREAST LOC MAMMO,856.0,plcmt of breast loc mammo
PLETHYSMOGRAPHY,625.0,plethysmography
PLEURAL DRAINAGE CATHETER,2982.5,pleural drainage catheter
PLEURAL DRAINAGE DRESSING,282.0,pleural drainage dressing
PLEURAL DRAINAGE KIT,196.37,pleural drainage kit
PLEURAL DRAINAGE KIT/5,519.75,pleural drainage kit/5
PLEURAL DRAINAGE REPAIR K,99.6,pleural drainage repair k
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML SYRG,449.75,pneumoc 13-val conj-dip cr(pf) 0.5 ml syrg
PNEUMOC 20-VAL CONJ-DIP CR(PF) 0.5 ML SYRG,485.0,pneumoc 20-val conj-dip cr(pf) 0.5 ml syrg
PNEUMOCOCCAL VACCINE,168.25,pneumococcal vaccine
PNEUMOCOCCAL VACCINE POLYVALENT 25 MCG/0.5 ML SOLN,252.5,pneumococcal vaccine polyvalent 25 mcg/0.5 ml soln
PNEUMOCOCCAL VACINE,168.25,pneumococcal vacine
PODOPHYLLUM RESIN 25 % LIQD,277.75,podophyllum resin 25 % liqd
POISON TRAY,139.25,poison tray
POLATUZUMAB VEDOTIN-PIIQ 140 MG SOLR,18120.0,polatuzumab vedotin-piiq 140 mg solr
POLY TRAP,39.42,poly trap
POLYETHYLENE GLYCOL 17 GRAMS POWD,9.5,polyethylene glycol 17 grams powd
POLYMYXIN B-TRIMETHOPRIM 0.1-10000 %-UNIT/ML DROP,49.25,polymyxin b-trimethoprim 0.1-10000 %-unit/ml drop
POLYP NET 2.5MM,255.75,polyp net 2.5mm
POLYPECTOMY SNARE,273.24,polypectomy snare
POLYPECTOMY SNARE MED,66.02,polypectomy snare med
POLYSACCHARIDE-IRON COMPLEX 150 MG CAP,2.0,polysaccharide-iron complex 150 mg cap
POLYVINYL ALCOHOL 1.4 % DROP,4.5,polyvinyl alcohol 1.4 % drop
PORACTANT ALFA 240 MG/3 ML SUSP,1113.0,poractant alfa 240 mg/3 ml susp
"PORT CLOSURE, CARTER THOM",446.3,"port closure, carter thom"
PORT DRESSING CHANGE KIT,105.0,port dressing change kit
PORT PFT - OFF PREMISE GR,127.75,port pft - off premise gr
PORT PFT W/BD - OFF PREMI,174.0,port pft w/bd - off premi
POSITIONING SEAT CUSHION,58.739999999999995,positioning seat cushion
POST-OP SHOE LADIES LARGE,19.58,post-op shoe ladies large
POST-OP SHOE LADIES MEDIU,19.62,post-op shoe ladies mediu
POST-OP SHOE LADIES SMALL,14.17,post-op shoe ladies small
POST-OP SHOE MENS LARGE,19.62,post-op shoe mens large
POST-OP SHOE MENS MEDIUM,14.17,post-op shoe mens medium
POST-OP SHOE MENS SMALL,14.21,post-op shoe mens small
"POTASSIUM , SERUM",65.0,"potassium , serum"
POTASSIUM BICARB-CITRIC ACID 25 MEQ TBEF,9.0,potassium bicarb-citric acid 25 meq tbef
POTASSIUM CHLORIDE 10 % LIQD,17.0,potassium chloride 10 % liqd
POTASSIUM CHLORIDE 10 MEQ CPER,6.5,potassium chloride 10 meq cper
POTASSIUM CHLORIDE 10 MEQ TBER,2.0,potassium chloride 10 meq tber
POTASSIUM CHLORIDE 10 MEQ/100 ML PGBK,38.0,potassium chloride 10 meq/100 ml pgbk
POTASSIUM CHLORIDE 10 MEQ/50 ML PGBK,38.0,potassium chloride 10 meq/50 ml pgbk
POTASSIUM CHLORIDE 2 MEQ/ML VIAL,38.375,potassium chloride 2 meq/ml vial
POTASSIUM CHLORIDE 20 MEQ TBTQ,3.25,potassium chloride 20 meq tbtq
POTASSIUM CHLORIDE 20 MEQ/100 ML PGBK,38.0,potassium chloride 20 meq/100 ml pgbk
POTASSIUM CITRATE 10 MEQ (1080 MG) TBER,3.25,potassium citrate 10 meq (1080 mg) tber
POTASSIUM GLUCONATE 2.5 MEQ TAB,2.0,potassium gluconate 2.5 meq tab
POTASSIUM PHOSPHATE 250 MG TAB,10.25,potassium phosphate 250 mg tab
POTASSIUM PHOSPHATE DIBASIC 3 MMOL/ML SOLN,135.08333333333334,potassium phosphate dibasic 3 mmol/ml soln
POTASSIUM PHOSPHATE MONOBASIC 500 MG TBSO,7.5,potassium phosphate monobasic 500 mg tbso
"POTASSIUM, URINE",71.25,"potassium, urine"
POVIDONE-IODINE 10 % OINT,12.5,povidone-iodine 10 % oint
POVIDONE-IODINE 5 % SOLN,66.5,povidone-iodine 5 % soln
POWER LOC INFUSION KIT,47.99,power loc infusion kit
"PPN, D5W AMINO",86.82,"ppn, d5w amino"
PRAMIPEXOLE 0.25 MG TAB,2.25,pramipexole 0.25 mg tab
PRAMIPEXOLE 1.5 MG TAB,2.0,pramipexole 1.5 mg tab
PRAMOXINE-CAMPHOR-ZINC ACETATE 1% LOTN,26.5,pramoxine-camphor-zinc acetate 1% lotn
PRASUGREL 10 MG TAB,11.5,prasugrel 10 mg tab
PRAVASTATIN 20 MG TAB,2.0,pravastatin 20 mg tab
PRAZIQUANTEL 600 MG TAB,292.5,praziquantel 600 mg tab
PRAZOSIN 1 MG CAP,2.75,prazosin 1 mg cap
PRAZOSIN 2 MG CAP,4.75,prazosin 2 mg cap
PRAZOSIN 5 MG CAP,16.75,prazosin 5 mg cap
PRE EMPLOYMENT BACK EVAL,105.75,pre employment back eval
PRE-EMPLOY AUDIOLOGY SCRE,41.75,pre-employ audiology scre
PRE-EMPLOY PFT SCREEN,89.5,pre-employ pft screen
PREGABALIN 200 MG CAP,69.0,pregabalin 200 mg cap
PREGABALIN 25 MG CAP,5.25,pregabalin 25 mg cap
PREGABALIN 75 MG CAP,2.0,pregabalin 75 mg cap
PREGNANCY QUAL HCG SERUM,144.75,pregnancy qual hcg serum
PREGNANCY-1ST TRIMESTER,788.75,pregnancy-1st trimester
PREGNANCY-2ND & 3RD TRIME,948.75,pregnancy-2nd & 3rd trime
PRENATAL VITAMIN 60 MG (IRON)-1 MG TAB,2.0,prenatal vitamin 60 mg (iron)-1 mg tab
PREP CLIPPER HEAD,51.5,prep clipper head
"PREP, PACKAGING, MAIL SPE",56.25,"prep, packaging, mail spe"
PREPARATION H CREAM 0.25-3-12 % CREA,28.75,preparation h cream 0.25-3-12 % crea
PRESSURE TRANSDUCER MONIT,303.0,pressure transducer monit
PRILOSEC 20MG CAP,13.08,prilosec 20mg cap
"PRIMARY SET, NON DEHP SPI",16.64,"primary set, non dehp spi"
PRIMIDONE 50 MG TAB,8.25,primidone 50 mg tab
PROBE COVER KIT USOUND,15.389999999999999,probe cover kit usound
PROBE COVER KIT W/GEL,10.2,probe cover kit w/gel
"PROBE, ELECTROSURGERY, SE",492.7900000000001,"probe, electrosurgery, se"
"PROBE, INFANT SKIN TEMPER",26.24,"probe, infant skin temper"
"PROBE, SP02",38.87,"probe, sp02"
PROBENECID 500 MG TAB,10.0,probenecid 500 mg tab
PROBENECID-COLCHICINE 500-0.5 MG TAB,7.75,probenecid-colchicine 500-0.5 mg tab
PROBLOC II 20G 100MM 30 D,59.5,probloc ii 20g 100mm 30 d
PROBLOC II 22G 50MM 30 DE,52.5,probloc ii 22g 50mm 30 de
PROCAINAMIDE 500 MG/ML SOLN,367.0,procainamide 500 mg/ml soln
PROCALCITONIN,262.0,procalcitonin
PROCHLORPERAZINE 10 MG/2 ML (5 MG/ML) VIAL,50.25,prochlorperazine 10 mg/2 ml (5 mg/ml) vial
PROCHLORPERAZINE 25 MG SUPP,31.5,prochlorperazine 25 mg supp
PROCHLORPERAZINE 5 MG TAB,13.25,prochlorperazine 5 mg tab
PROCTO EXAM SET,154.0,procto exam set
PROFESSIONAL SVC-THERAPIS,11.25,professional svc-therapis
PROFORE (BANDAGE SYSTEM),59.25,profore (bandage system)
PROGESTERONE MICRONIZED 100 MG CAP,25.25,progesterone micronized 100 mg cap
PROLONG 18G 100MM 7DEG,103.04,prolong 18g 100mm 7deg
PROLONG 18G 50MM 7DEG,98.0,prolong 18g 50mm 7deg
PROMETHAZINE 12.5 MG SUPP,12.5,promethazine 12.5 mg supp
PROMETHAZINE 25 MG SUPP,23.25,promethazine 25 mg supp
PROMETHAZINE 25 MG TAB,2.0,promethazine 25 mg tab
PROMETHAZINE 25 MG/ML VIAL,38.0,promethazine 25 mg/ml vial
PROMETHAZINE 6.25 MG/5 ML SYRP,2.25,promethazine 6.25 mg/5 ml syrp
PROMETHAZINE/CODEINE 6.25-10 MG/5 ML SYRP,2.0,promethazine/codeine 6.25-10 mg/5 ml syrp
"PRONTOSAN, 1000ML, WOUND",343.35,"prontosan, 1000ml, wound"
PROPAFENONE 150 MG TAB,2.0,propafenone 150 mg tab
PROPAFENONE 225 MG CP12,3.0,propafenone 225 mg cp12
PROPAFENONE 325 MG CP12,58.75,propafenone 325 mg cp12
PROPARACAINE 0.5 % DROP,39.833333333333336,proparacaine 0.5 % drop
PROPOFOL 10 MG/ML EMUL,38.0,propofol 10 mg/ml emul
PROPRANOLOL 1 MG/ML VIAL,92.0,propranolol 1 mg/ml vial
PROPRANOLOL 10 MG TAB,2.0,propranolol 10 mg tab
PROPRANOLOL 40 MG TAB,2.25,propranolol 40 mg tab
PROPRANOLOL LA 60 MG CS24,19.0,propranolol la 60 mg cs24
PROPRANOLOL LA 80 MG CS24,3.0,propranolol la 80 mg cs24
PROSETIC HEALTHCARE PER H,15.5,prosetic healthcare per h
PROSTHETIC REPLACE HIP FX,508.5,prosthetic replace hip fx
PROSTHETIC TRAINING 15 MI,108.5,prosthetic training 15 mi
PROTACKER,915.0,protacker
PROTAMINE SULFATE 10 MG/ML SOLN,198.0,protamine sulfate 10 mg/ml soln
"PROTECTANT, SKIN BARRIER",28.34,"protectant, skin barrier"
PROTEINS TOTAL SERUM,72.75,proteins total serum
PROTHROMBIN TIME,73.75,prothrombin time
PSA IMMUNOASSAY SCREENING,151.75,psa immunoassay screening
PSA IMMUNOASSAY TOTAL,155.5,psa immunoassay total
PSEUDOEPHEDRINE 120 MG TB12,2.25,pseudoephedrine 120 mg tb12
PSEUDOEPHEDRINE 240 MG TB24,15.5,pseudoephedrine 240 mg tb24
PSEUDOEPHEDRINE 30 MG TAB,2.0,pseudoephedrine 30 mg tab
PSYCH TRMT 30 IND,241.0,psych trmt 30 ind
PSYCH TRMT 30 IND W/O E&M,148.0,psych trmt 30 ind w/o e&m
PSYCH TRMT 45 IND,283.25,psych trmt 45 ind
PSYCH TRMT 45 IND W/O E&M,197.0,psych trmt 45 ind w/o e&m
PSYCH TRMT 50 FAMILY W/PA,282.0,psych trmt 50 family w/pa
PSYCH TRMT 60 IND,338.0,psych trmt 60 ind
PSYCHIATRIC DIAGNOSTIC EV,326.15,psychiatric diagnostic ev
"PSYCHOTHERAPY, ADD 30 MIN",151.75,"psychotherapy, add 30 min"
"PSYCHOTHERAPY, ADD 45 MIN",192.0,"psychotherapy, add 45 min"
"PSYCHOTHERAPY, ADD 60 MIN",252.5,"psychotherapy, add 60 min"
PSYLLIUM (SUGAR FREE)  POWD,2.0,psyllium (sugar free) powd
PSYLLIUM HUSK  POWD,2.0,psyllium husk powd
PSYLLIUM HUSK 0.52 GRAM CAP,2.0,psyllium husk 0.52 gram cap
PTH,306.5,pth
PUL REHAB PHASE III MONTH,30.0,pul rehab phase iii month
PULMONARY ASPIRATION STUD,809.0,pulmonary aspiration stud
PULMONARY REHAB INPATIENT,226.0,pulmonary rehab inpatient
PULMONARY REHAB PHASE II,239.0,pulmonary rehab phase ii
PULMONARY REHAB SESSION I,299.0,pulmonary rehab session i
PULSOVAC DUAL SPIKE,112.0,pulsovac dual spike
PULSOVAC HAND CONTROL SET,155.26,pulsovac hand control set
PULSOVAC TIPS,73.5,pulsovac tips
PUMP PAIN STRYKER,381.15,pump pain stryker
PUNCTURE ASPIR ABCESS CYS,310.25,puncture aspir abcess cys
PUNCTURE CLOSURE DEVICE,248.5,puncture closure device
PURSE STRING DEVICE DISP,90.75,purse string device disp
PURSE STRING INSTRUMENTS,701.13,purse string instruments
"PUTTY, DBM PLUS",2599.6,"putty, dbm plus"
PYP-MYOCARDIAL,2172.0,pyp-myocardial
PYRIDOSTIGMINE 60 MG TAB,4.25,pyridostigmine 60 mg tab
PYRIDOXINE 50 MG TAB,2.0,pyridoxine 50 mg tab
PredniSONE 1 MG TAB,2.25,prednisone 1 mg tab
PredniSONE 10 MG TAB,2.0,prednisone 10 mg tab
PredniSONE 2.5 MG TAB,2.0,prednisone 2.5 mg tab
PredniSONE 20 MG TAB,2.0,prednisone 20 mg tab
PrednisoLONE 1 % DRPS,40.166666666666664,prednisolone 1 % drps
PrednisoLONE 15 MG/5 ML SOLN,11.25,prednisolone 15 mg/5 ml soln
PrednisoLONE 5 MG/5 ML SOLN,25.5,prednisolone 5 mg/5 ml soln
QUAD TENDON RECONSTRUTION,1742.875,quad tendon reconstrution
QUEtiapine 100 MG TAB,2.25,quetiapine 100 mg tab
QUEtiapine 200 MG TB24,101.75,quetiapine 200 mg tb24
QUEtiapine 25 MG TAB,2.0,quetiapine 25 mg tab
QUEtiapine 300 MG TAB,100.5,quetiapine 300 mg tab
QUEtiapine 300 MG TB24,5.5,quetiapine 300 mg tb24
QUEtiapine 400 MG TAB,3.5,quetiapine 400 mg tab
QUEtiapine 400 MG TB24,7.0,quetiapine 400 mg tb24
QUEtiapine 50 MG TB24,2.0,quetiapine 50 mg tb24
QUICK PASS LASSO WIRE,103.04,quick pass lasso wire
QUINAPRIL 10 MG TAB,2.0,quinapril 10 mg tab
QUININE  TAB,2.0,quinine tab
R H TYPE,90.5,r h type
RABEprazole 20 MG TBEC,112.0,rabeprazole 20 mg tbec
RABIES IMMUNE GLOB-THIMEROSAL 150 UNIT/ML SOLN,2841.875,rabies immune glob-thimerosal 150 unit/ml soln
RABIES IMMUNE GLOBULIN (HUMAN) 300IU/ML SOLP,2357.625,rabies immune globulin (human) 300iu/ml solp
RABIES VACCINE,702.5,rabies vaccine
RABIES VACCINE PCEC 2.5 UNIT SUSR,1061.25,rabies vaccine pcec 2.5 unit susr
RACEPINEPHRINE 2.25 % NEBU,5.75,racepinephrine 2.25 % nebu
RADIAL JAW 3,288.75,radial jaw 3
RADIAL SPRAY HEAD,32.13,radial spray head
RADIATION PHYSICS CONSULT,1063.5,radiation physics consult
RADIATION THER DOSE PLAN,72.5,radiation ther dose plan
RADIATION THERAPY DOSE PL,1005.75,radiation therapy dose pl
RADIATION THERAPY MANAGEM,446.75,radiation therapy managem
RADIATION TREATMENT > 1 M,2009.5,radiation treatment > 1 m
"RADIATION TREATMENT AIDS,",1220.5,"radiation treatment aids,"
RADIATION TREATMENT SINGL,950.25,radiation treatment singl
"RADIATION TREATMENT, >1 M",1843.75,"radiation treatment, >1 m"
"RADIATION TX DELIVERY, IM",4189.25,"radiation tx delivery, im"
"RADIATION TX DELIVERY, SB",11120.0,"radiation tx delivery, sb"
"RADIATION TX PLAN, COMPLE",40.5,"radiation tx plan, comple"
"RADIATION TX PLAN, INTERM",243.5,"radiation tx plan, interm"
"RADIATION TX PLAN, SIMPLE",218.0,"radiation tx plan, simple"
RADIOLOGY PORT FILMS,497.5,radiology port films
RADIOTHERAPY DOSE PLAN IM,7489.5625,radiotherapy dose plan im
RALOXIFENE 60 MG TAB,24.0,raloxifene 60 mg tab
RALTEGRAVIR 400 MG TAB,157.25,raltegravir 400 mg tab
RAMELTEON 8 MG TAB,84.25,ramelteon 8 mg tab
RAMIPRIL 1.25 MG CAP,2.0,ramipril 1.25 mg cap
RAMIPRIL 2.5 MG CAP,2.0,ramipril 2.5 mg cap
RAMIPRIL 5 MG CAP,2.0,ramipril 5 mg cap
RAMUCIRUMAB 10 MG/ML SOLN,6196.0,ramucirumab 10 mg/ml soln
RANITIDINE 150 MG TAB,2.0,ranitidine 150 mg tab
RANITIDINE 50 MG/50 ML PGBK,41.5,ranitidine 50 mg/50 ml pgbk
RANOLAZINE 500 MG TB12,14.25,ranolazine 500 mg tb12
RAPE KIT,73.24,rape kit
RASAGILINE 0.5 MG TAB,61.5,rasagiline 0.5 mg tab
RASAGILINE 1 MG TAB,28.0,rasagiline 1 mg tab
RASBURICASE 1.5 MG SOLR,5131.0,rasburicase 1.5 mg solr
RAZOR PREP,29.75,razor prep
RBC - GI BLOOD LOSS,1936.25,rbc - gi blood loss
RE-EVALUATION PHYSICAL TH,142.0,re-evaluation physical th
"REAMER, PILOTED, HEADED",645.75,"reamer, piloted, headed"
REAMING ROD 2.5,441.79,reaming rod 2.5
REAMING ROD 3.0,509.35999999999996,reaming rod 3.0
RECONSTRUCT MEDIAL LIG EL,2468.375,reconstruct medial lig el
RECOVERY ROOM / MINUTE,13.75,recovery room / minute
RECOVERY ROOM BASE,813.75,recovery room base
RECTAL RETRACTOR,307.47,rectal retractor
RECTAL STAY,179.75,rectal stay
RECTAL TRAY,146.21,rectal tray
RED YEAST RICE EXTRACT 600 MG CAP,2.0,red yeast rice extract 600 mg cap
"REDUCTION, TOE",413.0,"reduction, toe"
REFILLING AND MAINT OF PO,588.5,refilling and maint of po
REGADENOSON 0.4 MG/5 ML S,295.0,regadenoson 0.4 mg/5 ml s
"RELIATACK DEVICE, W/STAND",826.5,"reliatack device, w/stand"
RELUGOLIX 120 MG TAB,325.5,relugolix 120 mg tab
