description,avg_gross_charge,description_clean
RESECTION INFERIOR TURBINATE,2925.0,resection inferior turbinate
RESP SYN VIRAL AG EIA (RSV),160.0,resp syn viral ag eia (rsv)
RETENTION PLATE W/LOADER SUTURE PASSER,242.0,retention plate w/loader suture passer
RETICULOCYTE COUNT AUTOMATED,65.0,reticulocyte count automated
RHEUMATOID FACTOR /QUALITATIVE,89.0,rheumatoid factor /qualitative
RHEUMATOID FACTOR-RA QUAN,80.0,rheumatoid factor-ra quan
RHOGAM 300MCG/2 ML SYRINGE IM,210.0,rhogam 300mcg/2 ml syringe im
RIB BELT (MEN'S UNIVERSAL),36.0,rib belt (men's universal)
RIBOFLAVIN/VIAMIN B2,190.0,riboflavin/viamin b2
RICKETTSIA RICKETTSII IGM IGG ANTIBODIES,135.0,rickettsia rickettsii igm igg antibodies
RIFAXIMIN TAB [550 MG],141.0,rifaximin tab [550 mg]
RIMEGEPANT ODT [75 MG],224.0,rimegepant odt [75 mg]
RISPERDAL 0.25MG TAB,2.5,risperdal 0.25mg tab
RIVAROXABAN TAB [10 MG],42.0,rivaroxaban tab [10 mg]
RIVAROXABAN TAB [2.5 MG],23.0,rivaroxaban tab [2.5 mg]
RIVASTIGMINE CAP [1.5 MG],2.5,rivastigmine cap [1.5 mg]
ROBINUL (GLYCOPYRROLATE) 0.4MG/2ML VIAL,14.0,robinul (glycopyrrolate) 0.4mg/2ml vial
ROBITUSSIN 30MG/5ML 10ML SUSP ORAL,2.5,robitussin 30mg/5ml 10ml susp oral
ROCEPHIN VIAL [1 GM] (3569),10.0,rocephin vial [1 gm] (3569)
ROCEPHIN VIAL [250 MG] (3535),10.0,rocephin vial [250 mg] (3535)
ROLLING BAR ELECTRODE,370.0,rolling bar electrode
ROM MEASUREMENT - HAND(S),55.0,rom measurement - hand(s)
ROMOSOZUMAB-AQQG SYR [210 MG / 2.34 mL],3163.0,romosozumab-aqqg syr [210 mg / 2.34 ml]
ROPINIROLE TAB [0.25 MG],2.5,ropinirole tab [0.25 mg]
ROPIVACAINE 150MG/30 ML VIAL IV,33.0,ropivacaine 150mg/30 ml vial iv
ROPIVACAINE BAG [200 MG /100 mL],123.0,ropivacaine bag [200 mg /100 ml]
ROSUVASTATIN TAB [10 MG],2.5,rosuvastatin tab [10 mg]
ROTATABLE SNARE OVAL 13MM,96.0,rotatable snare oval 13mm
ROTAVIRUS AG,136.0,rotavirus ag
ROTH NET RETRIEVER,294.0,roth net retriever
ROUTINE OB CARE,4300.0,routine ob care
ROUTINE OB CARE W/CESAREAN SECTION,4420.0,routine ob care w/cesarean section
RPR QUANTITATION,70.0,rpr quantitation
RT EVAL/DEMO,175.0,rt eval/demo
RUBELLA,110.0,rubella
RUBEOLA,109.0,rubeola
"RUSSELL VIPER VENOM, DIL",165.0,"russell viper venom, dil"
SACUBITRIL-VALSARTAN TAB [24 MG-26 MG],35.0,sacubitril-valsartan tab [24 mg-26 mg]
SALICYLATE,240.0,salicylate
SAW BLADE SAGITTAL,140.0,saw blade sagittal
SCALPELS SAFETY #10 DISPOSABLE,9.0,scalpels safety #10 disposable
SCALPELS SAFETY #11 DISPOSABLE,9.0,scalpels safety #11 disposable
SCALPELS SAFETY #15 DISPOSABLE,9.0,scalpels safety #15 disposable
SCD SLEEVES KNEE (LARGE),86.0,scd sleeves knee (large)
SCD SLEEVES KNEE MED,71.0,scd sleeves knee med
SCD SLEEVES THIGH COOLING (MEDIUM),213.0,scd sleeves thigh cooling (medium)
SCD SLEEVES THIGH MED,219.0,scd sleeves thigh med
SCISSORS ENDOPATH CURVED 5MM 5DCS,334.0,scissors endopath curved 5mm 5dcs
SCOPALAMINE PATCH [1.5 MG],20.0,scopalamine patch [1.5 mg]
SCOPE WARMER,28.0,scope warmer
SCORPION NEEDLE HD W/MEGALOADER,429.0,scorpion needle hd w/megaloader
SCORPION NEEDLE KNEE,429.0,scorpion needle knee
"SCOTCH CAST 3"" X 4 YD BLUE",11.5,"scotch cast 3"" x 4 yd blue"
"SCOTCH CAST 3"" X 4 YDS GREEN",11.5,"scotch cast 3"" x 4 yds green"
"SCOTCH CAST 3"" X 4 YDS PURPLE",11.5,"scotch cast 3"" x 4 yds purple"
"SCOTCH CAST 3"" X 4 YDS RED",11.5,"scotch cast 3"" x 4 yds red"
"SCOTCH CAST 3"" X 4YD WHITE",11.5,"scotch cast 3"" x 4yd white"
SCREEN MAMMO BILATERAL INCL CAD,400.0,screen mammo bilateral incl cad
SCREENING HEMOCCULT TEST,45.0,screening hemoccult test
SCREENING PELVIC EXAM,75.0,screening pelvic exam
SCREW 3.0 X 16 MM VAL TI,500.0,screw 3.0 x 16 mm val ti
SCREW 3.0 X 18 MM VAL TI,500.0,screw 3.0 x 18 mm val ti
SCREW BI-CORTICAL POST 4.5MM X 35MM,480.0,screw bi-cortical post 4.5mm x 35mm
SCREW BONE PINN CAN 6.5MM X 25MM,394.0,screw bone pinn can 6.5mm x 25mm
SCREW BONE PINN CAN 6.5MMX30MM,394.0,screw bone pinn can 6.5mmx30mm
SCREW CANNULATED 4.0 MM,1880.0,screw cannulated 4.0 mm
SCREW CENTRAL 3.5 HEX 6.5MMX30MM,480.0,screw central 3.5 hex 6.5mmx30mm
SCREW CENTRAL 3.5HEX 6.5MMX20MM,480.0,screw central 3.5hex 6.5mmx20mm
SCREW CENTRAL 3.5HEX 6.5X25MM,480.0,screw central 3.5hex 6.5x25mm
SCREW CENTRAL 3.5HEX 6.5X40MM,480.0,screw central 3.5hex 6.5x40mm
SCREW DRILL CENTRAL 3.2MM,528.0,screw drill central 3.2mm
SCREW DRILL PERIPHERAL 2.7MM,576.0,screw drill peripheral 2.7mm
SCREW INTERFERENCE 7X20MM,725.0,screw interference 7x20mm
SCREW INTERFERENCE 8 X 20MM,1104.0,screw interference 8 x 20mm
SCREW LO-PRO TI 3.0MMX12MM CORTICAL,395.0,screw lo-pro ti 3.0mmx12mm cortical
SCREW LOCKING 3.5X16MM,1208.0,screw locking 3.5x16mm
SCREW LOCKING 3.5X24 MM,1066.0,screw locking 3.5x24 mm
SCREW LOCKING 3.5X26MM,948.0,screw locking 3.5x26mm
SCREW LOPRO TI 3.0 MM X 20 MM CORT,460.0,screw lopro ti 3.0 mm x 20 mm cort
SCREW LOPRO TI 3.5 MM X 12 MM,372.0,screw lopro ti 3.5 mm x 12 mm
SCREW LOPRO TI 3.5 MM X 14 MM,372.0,screw lopro ti 3.5 mm x 14 mm
SCREW LOPRO TI 3.5 MM X 16 MM,372.0,screw lopro ti 3.5 mm x 16 mm
SCREW LOPRO TI 3.5 MM X 42 MM,372.0,screw lopro ti 3.5 mm x 42 mm
SCREW LOPRO TI LOCKING 3.5 MM X 14 MM,665.0,screw lopro ti locking 3.5 mm x 14 mm
SCREW LOW PROF CORTICAL 3X18CM TITANIUM,460.0,screw low prof cortical 3x18cm titanium
SCREW NONLOCKING 3.5 HEX 4.75X35MM,480.0,screw nonlocking 3.5 hex 4.75x35mm
SCREW QUICKFIX TI CANC 3.0x16,430.0,screw quickfix ti canc 3.0x16
SCREW QUICKFIX TI CANC PT 3.0 X 38 MM,500.0,screw quickfix ti canc pt 3.0 x 38 mm
SCREW QUICKFIX TI CANC PT 3.0X22MM,430.0,screw quickfix ti canc pt 3.0x22mm
SCREW QUICKFIX TI CANN PT 2.4X22MM,415.0,screw quickfix ti cann pt 2.4x22mm
SCREW VAL KREULOCK TI 3.0 MM X 18 MM,984.0,screw val kreulock ti 3.0 mm x 18 mm
SCREW VAL KREULOCK TI 3.0 MM X 24 MM,984.0,screw val kreulock ti 3.0 mm x 24 mm
SCREW VAL KREULOCK TI 3.0 MM x 20 MM,984.0,screw val kreulock ti 3.0 mm x 20 mm
SCREW VAL KREULOCK TI 3.0 MM x 22 MM,984.0,screw val kreulock ti 3.0 mm x 22 mm
SEDIMENTATION ESR-WESTER-AUTOMATED,65.0,sedimentation esr-wester-automated
"SEDIMENTATION RATE, ERTHR-NON-AUTO",55.0,"sedimentation rate, erthr-non-auto"
SELENIUM ASSAY,155.0,selenium assay
SELF DRILL CANNULA 4.0MM,854.0,self drill cannula 4.0mm
"SEMEN ANALYSIS, COMPLETE",174.0,"semen analysis, complete"
"SEMEN ANALYSIS, PRESENCE/MOTILITY",110.0,"semen analysis, presence/motility"
SEMI PRIVATE ROOM,1480.0,semi private room
SENNA 8.6 MG TAB,2.5,senna 8.6 mg tab
"SENSITIVITY, ANTIBTIC, MIC",130.0,"sensitivity, antibtic, mic"
SEPTOPLASTY,3300.0,septoplasty
SEQUENTIAL INFUSION EACH ADD IV PUSH,180.0,sequential infusion each add iv push
SEROQUEL 25MG TAB,2.5,seroquel 25mg tab
SEROTONIN,235.0,serotonin
SERPINA1 GENE,592.0,serpina1 gene
SESAMOIDECTOMY FIRST TOE SPX,3540.0,sesamoidectomy first toe spx
SEX HORMONE BINDING  GLOBULIN (SHBG),150.0,sex hormone binding globulin (shbg)
"SHAV LES TR,AR,LG.6-1.0CM",240.0,"shav les tr,ar,lg.6-1.0cm"
SHAVE LESION SCALP/NECK/HND/FT <.6CM,210.0,shave lesion scalp/neck/hnd/ft <.6cm
SHAVE LESION TRUNK/ARM/LEG <0.6cm,160.0,shave lesion trunk/arm/leg <0.6cm
SHAVER BLADE SABRE SMALL HUB 2MMX7CM,215.0,shaver blade sabre small hub 2mmx7cm
SHAVER TORPEDO 3.5MMX7.0CM,215.0,shaver torpedo 3.5mmx7.0cm
SHAVER TORPEDO STANDARD HUB 3.5MMX7.0CM,283.0,shaver torpedo standard hub 3.5mmx7.0cm
SHAVING OF EPI/DERMAL LESION 1.1-2CM,270.0,shaving of epi/dermal lesion 1.1-2cm
"SHAVING OF LESION, >2.0 CM",295.0,"shaving of lesion, >2.0 cm"
"SHIGA-LIKE TOXIN AG, EIA",123.0,"shiga-like toxin ag, eia"
SHOE POST-OP M MED / W LG,24.0,shoe post-op m med / w lg
SHOE POST-OP M SM / W MED,38.0,shoe post-op m sm / w med
SHOE POST-OP M XL/ W 2XL,24.0,shoe post-op m xl/ w 2xl
SHOE POST-OP M XSM / W SM,24.0,shoe post-op m xsm / w sm
SHOES POST-OP M LG / W XLG,24.0,shoes post-op m lg / w xlg
SHOULDER IMMOBILIZER (WOMENS LARGE),162.0,shoulder immobilizer (womens large)
SHOULDER IMMOBILIZER ELASTIC LG,51.0,shoulder immobilizer elastic lg
SHOULDER IMMOBILIZER POST-OP LG,182.0,shoulder immobilizer post-op lg
SHOULDER REDUCTION W/O ANESTHESIA,810.5,shoulder reduction w/o anesthesia
"SICKLING JOF RBC, REDUCT",161.0,"sickling jof rbc, reduct"
"SIGMOID, FLEX W/BIOPSY",1950.0,"sigmoid, flex w/biopsy"
SILVADENE 50GM CREAM,14.0,silvadene 50gm cream
SILVER NITRATE APPLICATOR,2.5,silver nitrate applicator
SIMPLE REPAIR LACERATION FACE < 2.6 CM,284.0,simple repair laceration face < 2.6 cm
SIMPLE REPAIR OF WOUND 2.6CM-5.0CM,412.5,simple repair of wound 2.6cm-5.0cm
SIMPLE UROFLOWMETRY,50.0,simple uroflowmetry
SINEMET(CARBIDOPA/LEVO) 25-100MG TAB,2.5,sinemet(carbidopa/levo) 25-100mg tab
SINGULAIR 10MG TAB,2.5,singulair 10mg tab
SIROLIMUS (RAPAMUNE/RAPAMYCIN),232.0,sirolimus (rapamune/rapamycin)
SKILLED CARE ISOLATION ROOM,1240.0,skilled care isolation room
SKILLED CARE ROOM,1100.0,skilled care room
SKILLED DISCHARGE,158.0,skilled discharge
SKILLED DISCHARGE>30 MIN,210.0,skilled discharge>30 min
SKIN CLOSURE SYSTEM,249.0,skin closure system
SKIN STAPLE REMOVER KIT,4.5,skin staple remover kit
SKIN STAPLE REMOVER/TWEEZER,11.5,skin staple remover/tweezer
SKIN STAPLER 5,25.0,skin stapler 5
SKIN STAPLER WIDE PMW35,22.0,skin stapler wide pmw35
SLING OPERATION FOR STRESS INCONTINENCE,3405.0,sling operation for stress incontinence
SLING SHOULDER IMMOBILIZER LARGE,17.5,sling shoulder immobilizer large
SLING SHOULDER IMMOBILIZER MED,14.5,sling shoulder immobilizer med
SLING SHOULDER IMMOBILIZER SMALL,16.0,sling shoulder immobilizer small
SLING SHOULDER IMMOBILIZER XL,16.0,sling shoulder immobilizer xl
SLING SHOULDER IMMOBILIZER XS,15.5,sling shoulder immobilizer xs
SMART PORT CT POWER INJECTABLE PORT 8FR,441.0,smart port ct power injectable port 8fr
"SMEAR, COMPLEX STAINS",105.0,"smear, complex stains"
SMEAR/STAIN,65.0,smear/stain
"SMOKE EVAC PENCIL COATED, PUSH BUTTON",107.0,"smoke evac pencil coated, push button"
SMOKE EVAC TUBE SET,394.0,smoke evac tube set
SMOKING TOBACCO COUNSELING 3-10 MIN,35.0,smoking tobacco counseling 3-10 min
SMOKING TOBACCO COUNSELING >10,65.0,smoking tobacco counseling >10
"SMOOTH MUSCLE ANTIBODY, EACH",170.0,"smooth muscle antibody, each"
SNARE ROTATABLE MED STIFF,96.0,snare rotatable med stiff
SODIUM BICARBONATE 8.4% 50ML SYRINGE IV,57.0,sodium bicarbonate 8.4% 50ml syringe iv
SODIUM BICARBONATE SYR [4.2%],61.0,sodium bicarbonate syr [4.2%]
SODIUM BICARBONATE VIAL 50 ML [8.4%],28.0,sodium bicarbonate vial 50 ml [8.4%]
SODIUM CHLORIDE IRRIG. 3000CC STERIL,52.0,sodium chloride irrig. 3000cc steril
SODIUM CHLORIDE IRRIGATION BOTTLE 1000ML,9.5,sodium chloride irrigation bottle 1000ml
SODIUM CHLORIDE IRRIGATION BOTTLE 500ML,40.0,sodium chloride irrigation bottle 500ml
SODIUM CHLORIDE NASAL SPRAY,5.0,sodium chloride nasal spray
SODIUM TETRADECYL VIAL 3% [2 mL],205.0,sodium tetradecyl vial 3% [2 ml]
SODIUM ZIRCONIUM PKT [5 GM],64.0,sodium zirconium pkt [5 gm]
"SODIUM, SERUM",65.0,"sodium, serum"
"SODIUM, URINE",65.0,"sodium, urine"
SOFT TISSUE FIX SYSTEM 2.9MM W/NEEDLES,1438.0,soft tissue fix system 2.9mm w/needles
SOLU-CORTEF VIAL [100 MG],94.0,solu-cortef vial [100 mg]
SOLU-MEDROL 40MG PWD VIAL IV,32.0,solu-medrol 40mg pwd vial iv
SOMATOMEDIN C ASSAY,203.0,somatomedin c assay
SORBA FIX 30 STAPLER,1210.0,sorba fix 30 stapler
SORBITOL 3% 3000ML,63.0,sorbitol 3% 3000ml
SPACER MDI HOLDING CHAMBER,41.0,spacer mdi holding chamber
SPECIAL STAIN I TECH,133.0,special stain i tech
SPECIAL STAIN II TECHNIQUE,107.0,special stain ii technique
"SPECIFIC GRAVITY, EXC. UA",16.0,"specific gravity, exc. ua"
SPECIMEN CONCENTRATION,68.0,specimen concentration
SPECIPAN 1050,4.0,specipan 1050
SPECIPAN 1070,4.0,specipan 1070
SPINAL TRAY PENCAN 24G X 4in,58.0,spinal tray pencan 24g x 4in
SPLINT APPLICATION FINGER,150.0,splint application finger
SPLINT APPLICATION LONG ARM,227.0,splint application long arm
SPLINT APPLICATION SH LEG,155.0,splint application sh leg
SPLINT APPLICATION SHORT LEG,245.0,splint application short leg
SPLINT CLAVICLE LARGE,16.5,splint clavicle large
SPLINT CLAVICLE MEDIUM 30-36IN,22.0,splint clavicle medium 30-36in
"SPLINT FINGER ALUMINUM STRIP LG 1"" WIDE",14.0,"splint finger aluminum strip lg 1"" wide"
SPLINT FINGER DIGIWRAP SZ 4,15.0,splint finger digiwrap sz 4
SPLINT FINGER DIGIWRAP SZ 6,15.0,splint finger digiwrap sz 6
SPLINT LEFT WRIST LARGE XLG,165.0,splint left wrist large xlg
SPLINT LEFT WRIST SMALL MEDIUM,165.0,splint left wrist small medium
SPLINT NASAL SEPTAL,243.0,splint nasal septal
"SPLINT OCL ROLL 4"" X 20' (FOOT)",201.0,"splint ocl roll 4"" x 20' (foot)"
"SPLINT PADDED PRECUT 3"" x 12""",16.5,"splint padded precut 3"" x 12"""
"SPLINT PADDED PRECUT 4"" x 15""",20.0,"splint padded precut 4"" x 15"""
SPLINT RIGHT WRIST SMALL MEDIUM,165.0,splint right wrist small medium
"SPLINT WRIST 8"" XS",55.0,"splint wrist 8"" xs"
SPLINT WRIST FOREARM ABD THUMB LG RIGHT,26.0,splint wrist forearm abd thumb lg right
SPLINT WRIST FOREARM ABD THUMB MED LEFT,41.0,splint wrist forearm abd thumb med left
SPLINT WRIST FOREARM ABD THUMB MED RIGHT,26.0,splint wrist forearm abd thumb med right
SPLINT WRIST FOREARM ABD THUMB SM RIGHT,26.0,splint wrist forearm abd thumb sm right
SPLINT WRIST FOREARM W/ABD THUMB LEFT SM,41.0,splint wrist forearm w/abd thumb left sm
"SPLINT WRIST LEFT LARGE 8""",21.5,"splint wrist left large 8"""
"SPLINT WRIST LEFT MEDIUM 8""",21.5,"splint wrist left medium 8"""
"SPLINT, WRIST 8' LT XS ORT19400LXS",22.5,"splint, wrist 8' lt xs ort19400lxs"
SPONGE LAPAROTOMY 18X18 STERILE AL 1818,7.0,sponge laparotomy 18x18 sterile al 1818
SPONGE RAYTEC 7317,4.0,sponge raytec 7317
SPONGES NEURO 0.5 INCH X 3 INCH,18.5,sponges neuro 0.5 inch x 3 inch
ST DEVEL COGNITIVE SKILLS EA ADD 15 MIN,40.0,st devel cognitive skills ea add 15 min
ST DEVEL COGNITIVE SKILLS INITIAL 15 MIN,40.0,st devel cognitive skills initial 15 min
ST THERAP EVAL W COGNITIVE FUNCTION,305.0,st therap eval w cognitive function
STABILIZER ASO ANKLE MEDIUM 264014,79.0,stabilizer aso ankle medium 264014
STABILIZER ASO ANKLE SMALL 264013,87.0,stabilizer aso ankle small 264013
STAPLE CARTRIDGE 3.5MM REFILL,172.0,staple cartridge 3.5mm refill
STAPLE CARTRIDGE 3.8MM REFILL,205.0,staple cartridge 3.8mm refill
STAPLER 3.5MM RELOADABLE,288.0,stapler 3.5mm reloadable
STAPLER 3.8MM SINGLE USE,303.0,stapler 3.8mm single use
STAPLER ENTACT SEPTAL,398.0,stapler entact septal
STAPLER SORBAFIX LAPAROSCOPIC,1550.0,stapler sorbafix laparoscopic
STAT LOCK,34.0,stat lock
"STEINMANN PIN 3.2MM X 9""",528.0,"steinmann pin 3.2mm x 9"""
STELLANT SINGLE SYRINGE FOR CONTRAST,70.0,stellant single syringe for contrast
STENT URETERAL 7 FR X 24 CM,451.0,stent ureteral 7 fr x 24 cm
"STERI STRIPS 1/4""",4.0,"steri strips 1/4"""
"STERI STRIPS 1/8""",4.0,"steri strips 1/8"""
"STERI-DRAPE SM TOWEL 17""X 11""",4.0,"steri-drape sm towel 17""x 11"""
STERI-STRIP CLOSURE 1/2inX 4in,4.5,steri-strip closure 1/2inx 4in
STERILE JOINT PREP INST KIT,1134.0,sterile joint prep inst kit
STERILE PACK,13.0,sterile pack
STERILE ULTRASOUND PROBE COVER KIT,32.0,sterile ultrasound probe cover kit
STERILE WATER BAG [1000 mL],40.0,sterile water bag [1000 ml]
STERILE WATER BAG [250 mL],40.0,sterile water bag [250 ml]
STERILE WATER BAG [500 mL],40.0,sterile water bag [500 ml]
STERILE WATER IRRIG BOTTLE [1000 mL],18.0,sterile water irrig bottle [1000 ml]
STERILE WATER IRRIG BOTTLE [500 mL],15.5,sterile water irrig bottle [500 ml]
"STERNAL CLOSURE 2 MM 36""",385.0,"sternal closure 2 mm 36"""
STOCKINETTE FOR CAST APPLICATION,8.0,stockinette for cast application
STOCKINETTE IMPERVIOUS 12X48 89821,15.0,stockinette impervious 12x48 89821
STOCKING ANTI-EM THIGH MED,17.0,stocking anti-em thigh med
"STOMA BAG 2.75"" FLANGE",11.0,"stoma bag 2.75"" flange"
"STOMA WAFER 4""",14.0,"stoma wafer 4"""
"STOOL CULTURE, ADDITIONAL PLATES",90.0,"stool culture, additional plates"
STRAP ANKLE DISTRACTION,173.0,strap ankle distraction
STRESS ECHOCARIOGRAM,1660.0,stress echocariogram
STRUCTURAL BALLOON TROCAR,390.0,structural balloon trocar
STYLET 10FR 340MM,14.0,stylet 10fr 340mm
"SUBS NF CARE, E/M, HIGH COMPLEXITY",260.0,"subs nf care, e/m, high complexity"
"SUBS NF CARE, E/M, LOW COMPLEXITY",135.0,"subs nf care, e/m, low complexity"
"SUBS NF CARE, E/M, MODERATE COMPLEX",180.0,"subs nf care, e/m, moderate complex"
"SUBS NF CARE, E/M, STRAIGHT FORWARD",90.0,"subs nf care, e/m, straight forward"
SUBSEQUENT HOSPITAL VISIT LEVEL 1,101.0,subsequent hospital visit level 1
SUBSEQUENT HOSPITAL VISIT LEVEL 2,145.0,subsequent hospital visit level 2
SUBSEQUENT HOSPITAL VISIT LEVEL 3,202.5,subsequent hospital visit level 3
SUBSEQUENT NEWBORN CARE,90.0,subsequent newborn care
SUCCINYLCHOLINE VIAL PER 20 MG,0.5,succinylcholine vial per 20 mg
SUCRALFATE TAB [1 GM],2.5,sucralfate tab [1 gm]
SUCTION CANISTERS 1200 CC,7.0,suction canisters 1200 cc
SUCTION CATHETER 14FR W/CHIMNEY VALVE,4.0,suction catheter 14fr w/chimney valve
SUCTION CATHETER 18 FR,4.0,suction catheter 18 fr
SUCTION COAGULATOR,42.0,suction coagulator
SUCTION DAILY,30.0,suction daily
SUCTION DRAINAGE BAG 300 ML,217.0,suction drainage bag 300 ml
SUCTION POLYP TRAP ET2213,32.0,suction polyp trap et2213
SUCTION SLEEVE 125 MM,17.0,suction sleeve 125 mm
SUCTION SLEEVE 165MM,17.0,suction sleeve 165mm
SUCTION TUBE HANDLE,4.0,suction tube handle
SUCTION TUBE NASOGASTRIC 14 FR,6.5,suction tube nasogastric 14 fr
SUCTION TUBE NASOGASTRIC ANTIREFLUX 18FR,20.0,suction tube nasogastric antireflux 18fr
SUCTION WITH DISPOSABLES,55.0,suction with disposables
SUCTION YANKAUER,4.0,suction yankauer
SUGAMMADEX VIAL [200 MG / 2 mL],305.0,sugammadex vial [200 mg / 2 ml]
SULFA-TRIMETH ORAL SUSP [20 mL],4.0,sulfa-trimeth oral susp [20 ml]
SULFAMETHOX-TRIMETH TAB [800-160 MG],2.5,sulfamethox-trimeth tab [800-160 mg]
SUMATRIPTAN TAB [25 MG],2.5,sumatriptan tab [25 mg]
SURGICAL DISPOSABLE TOWELS,9.0,surgical disposable towels
SURGICAL HOOD W/PEEL AWAY FACE SHEILD,197.0,surgical hood w/peel away face sheild
SURGICAL PATH I TECH,26.0,surgical path i tech
SURGICAL PATH II TECH,46.0,surgical path ii tech
SURGICAL PATH III TECH,61.0,surgical path iii tech
SURGICAL PATH IV TECH,70.0,surgical path iv tech
SURGICAL PATH V TECH,85.0,surgical path v tech
SURGICAL PATH VI TECH,92.0,surgical path vi tech
SURGICAL PATTIES,93.0,surgical patties
SURGICAL PREP KIT,50.0,surgical prep kit
SURGICAL SHOE WOMENS (LARGE),40.0,surgical shoe womens (large)
SURGICAL SKIN MARKER FINE W RULER,4.0,surgical skin marker fine w ruler
SURGICAL SKIN MARKER W/ LABELS,4.5,surgical skin marker w/ labels
SURGICAL SKIN MARKER XFINE,6.0,surgical skin marker xfine
"SURGICAL SKIN MARKER, FINE",4.0,"surgical skin marker, fine"
"SURGICEL 1/2X2""",204.0,"surgicel 1/2x2"""
"SURGICEL 2X3""",248.0,"surgicel 2x3"""
SURGIMESH FLAT SHEET 10x15 CM,850.0,surgimesh flat sheet 10x15 cm
SURGIMESH OVERLAY PATCH,500.0,surgimesh overlay patch
SURGIMESH WN 14x15 CM,1670.0,surgimesh wn 14x15 cm
SURGIMESH XB 22x15x10cm,3578.0,surgimesh xb 22x15x10cm
SURGIMESH XB ROND 15CM,3120.0,surgimesh xb rond 15cm
SURGITIE 2-0 POLYSORB,140.0,surgitie 2-0 polysorb
"SUTURE #2 FIBERSNARE 26"" W/2"" CLOSE LOOP",323.0,"suture #2 fibersnare 26"" w/2"" close loop"
SUTURE 3-0 POLYSORB GS-21 UNDYED,19.0,suture 3-0 polysorb gs-21 undyed
SUTURE ANCHOR BR 5.5 MM HEALIX W/ORTHO,1706.0,suture anchor br 5.5 mm healix w/ortho
SUTURE ANCHOR KNOTLESS 1.8 SOFT W/#2,968.0,suture anchor knotless 1.8 soft w/#2
SUTURE ANCHOR KNOTLESS W/#2 FIBERWIRE CL,935.0,suture anchor knotless w/#2 fiberwire cl
SUTURE COVIDIEN O MAXON,26.0,suture covidien o maxon
SUTURE CUP NEUTRAL 33,3249.0,suture cup neutral 33
"SUTURE ETHIBOND 5 V-40 30""",81.0,"suture ethibond 5 v-40 30"""
SUTURE ETHILON NYLON 2-0 PS,36.0,suture ethilon nylon 2-0 ps
"SUTURE FIBERWIRE 2 T-5 38""",91.0,"suture fiberwire 2 t-5 38"""
"SUTURE FIBERWIRE 5 38"" 48MM 1/2 CIRCLE",154.0,"suture fiberwire 5 38"" 48mm 1/2 circle"
SUTURE LASSO 1.8MM QUICKPASS CRESCENT,440.0,suture lasso 1.8mm quickpass crescent
SUTURE LASSO QUICKPASS 90DEG CRV LEFT,440.0,suture lasso quickpass 90deg crv left
SUTURE LASSO QUICKPASS 90DEG CRV RIGHT,440.0,suture lasso quickpass 90deg crv right
SUTURE LASSO REELPASS 45 DEG CRV LEFT,440.0,suture lasso reelpass 45 deg crv left
SUTURE LASSO REELPASS 45DEG CRV RIGHT,440.0,suture lasso reelpass 45deg crv right
"SUTURE MONOCRYL 2-0 CT-1 36""",12.5,"suture monocryl 2-0 ct-1 36"""
"SUTURE MONOCRYL 2-0 SH 27""",11.5,"suture monocryl 2-0 sh 27"""
"SUTURE MONOCRYL 3-0 PS-1 27""",28.0,"suture monocryl 3-0 ps-1 27"""
SUTURE MONOCRYL 4-0,34.0,suture monocryl 4-0
"SUTURE MONOCRYL PLUS 3-0 PS-1 27""",38.0,"suture monocryl plus 3-0 ps-1 27"""
"SUTURE PDS II 0 CT-1 27""",13.5,"suture pds ii 0 ct-1 27"""
"SUTURE PDS II 1 CT-1 36""",15.5,"suture pds ii 1 ct-1 36"""
"SUTURE POLYSORB VL 3-0 27"" GS-22",23.0,"suture polysorb vl 3-0 27"" gs-22"
"SUTURE PROLENE BLUE MONO 2-0 18"" FS",16.0,"suture prolene blue mono 2-0 18"" fs"
"SUTURE PROLENE MONO 0 30"" CT-2",20.0,"suture prolene mono 0 30"" ct-2"
SUTURE QUAD/HAM MUSCLE RUPTURE PRIMARY,3455.0,suture quad/ham muscle rupture primary
SUTURE REMOVAL KIT,4.5,suture removal kit
SUTURE SILK,10.0,suture silk
"SUTURE SILK 2-0 18""",9.0,"suture silk 2-0 18"""
"SUTURE TAPE 1.3MM 20"" LP W/76 MM NEEDLE",377.0,"suture tape 1.3mm 20"" lp w/76 mm needle"
"SUTURE TAPE, DOUBLE LOADED 3.0 S-TAK",1113.0,"suture tape, double loaded 3.0 s-tak"
"SUTURE VICRYL 1 36"" CTX",13.0,"suture vicryl 1 36"" ctx"
"SUTURE VICRYL 1 CT- 1 36""",9.0,"suture vicryl 1 ct- 1 36"""
"SUTURE VICRYL 2-0 36"" CT-1",9.5,"suture vicryl 2-0 36"" ct-1"
"SUTURE VICRYL UD 2-0 CT-2 27""",10.0,"suture vicryl ud 2-0 ct-2 27"""
SUTURES 0 BIOSYN CM-954,35.0,sutures 0 biosyn cm-954
SUTURES 0 CHROMIC GUT TIE L114G,18.0,sutures 0 chromic gut tie l114g
SUTURES 0 MAXON GS-21 88866267-61,31.0,sutures 0 maxon gs-21 88866267-61
SUTURES 0 MONODEK,141.0,sutures 0 monodek
"SUTURES 0 SILK BLACK PERMA 1X30""",7.5,"sutures 0 silk black perma 1x30"""
SUTURES 0 VICRYL CT-1 J946H,9.0,sutures 0 vicryl ct-1 j946h
